feature1,feature2,label
-2.3726412370180077,-0.2899180091971051,0
3.0079817029235403,-0.4481080435209235,1
-0.32540908721788675,-11.478189584464412,0
3.076260120104594,-0.03764800898423859,1
0.22503140249511228,-7.798682498267199,1
-3.3096772909507797,-0.21209357350388083,0
3.065538406461458,-0.3585790870482357,1
3.424709566597545,-0.29382485320939183,1
3.3251367373072753,-0.05084483409301335,1
3.1709856162086996,0.33221100733678305,1
2.7820834946274604,0.2471641151735042,1
-3.351652763855717,-0.4392958084764711,0
-2.8776441130785346,0.4655768632047419,0
2.30911840693338,0.3555042038132139,1
0.1889539892470405,-9.057618700378109,1
-2.889780794897236,-0.6303220690099129,0
-3.0673532360461255,0.22277555862616938,0
-3.231903055747006,0.16312452944132527,0
4.163219608481833,0.6676831202018425,1
-0.195470713366244,9.918432688770569,0
-3.0867081962176615,-0.4128257405904783,0
2.9390889938181295,0.028383524937510975,1
-2.921047515941516,0.11002404483962314,0
2.4372154897305074,0.4637392494444774,1
-2.8400199365438343,-0.018257877325936974,0
-3.366367772510661,0.4475945902212214,0
-3.043517390991353,-0.2787936056820727,0
3.2419461774031872,0.5892004342466268,1
0.0464235972572509,9.037413222711097,1
-0.33921559520773314,9.86563871338788,0
3.239047940676539,-0.042363355308874584,1
3.197555854623406,-0.1088901782114367,1
-3.4023243231582905,-0.1570180196793005,0
-3.255620316777949,0.678971692608518,0
2.824878406553368,-0.2566441341816261,1
2.860079669748839,0.4779057793387928,1
-2.9102220591697776,0.26461258912672037,0
-2.813408253359578,-0.789883639908149,0
-3.029565067023318,-0.0641981494331052,0
2.961692253318453,0.5947002440166691,1
2.7229504990342015,-0.3748208243926442,1
-3.5144461204133197,-0.07566463290641284,0
2.9449428204375434,0.07279590593498618,1
-3.8551172397317917,0.7043723570432672,0
2.603431997463744,0.042940439340024596,1
-3.419638155888798,-0.39063120254256073,0
3.434399912004481,-0.05505506326375007,1
-3.488802144380676,-0.6276151061010529,0
3.382336121335781,0.06022783758996876,1
-3.317406404451346,0.11676097109604383,0
